TAXA,COMMON_NAME,TREE_TYPE,LAT,LONG,X,Z
quercus rubra ,red oak,deciduous,49.257381,-123.253335,1898.8022322168072,-235.22287741618516
quercus rubra ,red oak,deciduous,49.257302,-123.25325,1900.1044717953273,-224.560277812594
acer platanoides ,norway maple ,deciduous,49.257827,-123.25247,1977.7009293827357,-249.18822285599026
acer platanoides ,norway maple ,deciduous,49.257803,-123.252535,1972.271837763714,-249.0710182292289
acer platanoides ,norway maple ,deciduous,49.257728,-123.252561,1966.6654568287918,-242.61604640669339
acer platanoides ,norway maple ,deciduous,49.257598,-123.252464,1966.0589008073216,-226.5438377017282
Acer circinatum,vine maple,deciduous,49.259592,-123.252668,2057.698961689888,-428.93450669276444
Acer palmatum,japanese maple,deciduous,49.259764,-123.252801,2058.2029386679205,-450.3593355013728
Acer rubrum,red maple,deciduous,49.259515,-123.253038,2029.9266949443756,-434.1083238571306
Cornus kousa,kousa dogwood,deciduous,49.259501,-123.25309,2025.8566370432513,-434.52404126884676
Acer circinatum,vine maple,deciduous,49.25948,-123.253072,2025.9080709654497,-431.8476621721618
Thuja plicata,western red cedar,coniferous,49.259475,-123.25293,2034.7520031620802,-426.4765694899828
Abies grandis,grand fir,coniferous,49.259471,-123.252858,2039.1593247993305,-423.60968051372197
Acer circinatum,vine maple,deciduous,49.259452,-123.252827,2040.1495042938545,-420.6824001340982
Acer circinatum,vine maple,deciduous,49.259422,-123.252468,2061.5968536214054,-405.4025623252935
Acer circinatum,vine maple,deciduous,49.259576,-123.252542,2064.9391036040593,-423.0356427406708
Acer circinatum,vine maple,deciduous,49.259583,-123.252659,2057.8034636552993,-427.7432924032871
Abies grandis,grand fir,coniferous,49.259686,-123.252605,2066.6759793037427,-435.97934430330736
Thuja plicata,western red cedar,coniferous,49.264036,-123.25872,1903.0197570367811,-1072.4003530564974
Prunus serrulata,japanese cherry,deciduous,49.264078,-123.258885,1894.6457814799903,-1082.1875465836683
Thuja plicata,western red cedar,coniferous,49.263757,-123.259386,1845.6593099347429,-1067.959113474204
Thuja plicata,western red cedar,coniferous,49.263721,-123.259407,1842.4217395109658,-1065.1538072949693
Thuja plicata,western red cedar,coniferous,49.263738,-123.25942,1842.4811283771592,-1067.266341157359
Thuja plicata,western red cedar,coniferous,49.263704,-123.259432,1839.9257111254824,-1064.3476001027993
Thuja plicata,western red cedar,coniferous,49.263798,-123.259399,1846.9793702036418,-1072.4231288990336
Thuja plicata,western red cedar,coniferous,49.263756,-123.259325,1849.5182281433817,-1065.7641418964977
Thuja plicata,western red cedar,coniferous,49.263713,-123.259388,1843.219835640377,-1063.716817016178
Thuja plicata,western red cedar,coniferous,49.26372,-123.259386,1843.715775551793,-1064.3339119606621
Thuja plicata,western red cedar,coniferous,49.263692,-123.259285,1848.721330986078,-1058.1184428455053
Thuja plicata,western red cedar,coniferous,49.26371,-123.259278,1850.1156869629317,-1059.6414172974455
Thuja plicata,western red cedar,coniferous,49.263686,-123.259287,1848.2779196592905,-1057.599325768017
Thuja plicata,western red cedar,coniferous,49.26373,-123.259224,1854.6288393427144,-1059.7446363965505
Thuja plicata,western red cedar,coniferous,49.26366,-123.259174,1854.158010340925,-1051.1672957261005
Thuja plicata,western red cedar,coniferous,49.263616,-123.259209,1849.6025110871283,-1048.0594302015488
Thuja plicata,western red cedar,coniferous,49.263585,-123.259172,1850.3466791192304,-1043.750149611883
Thuja plicata,western red cedar,coniferous,49.263598,-123.25909,1856.2875736541673,-1042.2049688027182
Pseudotsuga menziesii,douglas fir,coniferous,49.266174,-123.257354,2102.9099958299976,-1234.9241568617088
Pseudotsuga menziesii,douglas fir,coniferous,49.266174,-123.257399,2100.0246036491635,-1236.4709681742722
Pseudotsuga menziesii,douglas fir,coniferous,49.266185,-123.257407,2100.0894247892375,-1237.823735078355
Pseudotsuga menziesii,douglas fir,coniferous,49.266187,-123.257455,2097.1167259692365,-1239.6696285822827
Pseudotsuga menziesii,douglas fir,coniferous,49.266126,-123.257314,2102.9535751566823,-1228.8461803697187
prunus serrulata ,japanese cherry ,deciduous,49.258254,-123.253417,1939.3933943080872,-323.5804195356459
prunus serrulata ,japanese cherry ,deciduous,49.258215,-123.253421,1937.088581309569,-319.8966062373397
betula pendula ,silver birch ,deciduous,49.258218,-123.2533,1945.0061096403608,-316.03109698970457
hammamelis virginiana,witch hazel ,deciduous,49.258126,-123.253542,1924.6543132773043,-315.3356437867177
hammamelis virginiana,witch hazel ,deciduous,49.258106,-123.253526,1924.6300199179777,-312.8259818216518
prunus serrulata ,japanese cherry ,deciduous,49.258341,-123.253507,1938.1907875722586,-335.1987050530041
cotoneaster lacteus ,late cotoneaster,deciduous,49.258317,-123.253698,1924.6811414211847,-339.41290735869813
cotoneaster lacteus ,late cotoneaster,deciduous,49.25834,-123.253625,1930.5707249545035,-339.1570629012904
cotoneaster lacteus ,late cotoneaster,deciduous,49.25834,-123.25359,1932.815334319614,-337.95390989739724
cotoneaster lacteus ,late cotoneaster,deciduous,49.258348,-123.253563,1934.9670530948365,-337.8096229450656
cotoneaster lacteus ,late cotoneaster,deciduous,49.258357,-123.253537,1937.1071602238544,-337.7976950258237
thuja plicata ,western red cedar ,coniferous,49.263142,-123.256543,1995.6577137459303,-909.9709076156158
thuja plicata ,western red cedar ,coniferous,49.26306,-123.256921,1967.111792681237,-914.9303387738327
thuja plicata ,western red cedar ,coniferous,49.263045,-123.257023,1959.7832663932313,-916.9669283326923
Pseudotsuga menziesii,douglas-fir,coniferous,49.262951,-123.257228,1941.7004827294863,-914.8038023273589
pinus strobus ,eastern white pine ,coniferous,49.262825,-123.257497,1917.8329106689594,-911.7054489865478
Abies procera,noble fir,coniferous,49.262415,-123.257775,1878.470825015217,-881.0904085031356
fagus sylvatica ,european beech ,deciduous,49.26246,-123.257669,1887.6316839847468,-881.8555833899828
acer macrophyllum ,big leaf maple ,deciduous,49.262533,-123.257942,1873.9601115640007,-898.392868652322
acer macrophyllum ,big leaf maple ,deciduous,49.262562,-123.257982,1872.9183975519718,-902.6093344355194
thuja plicata ,western red cedar ,coniferous,49.262654,-123.257844,1886.5999332727151,-906.8794834169549
thuja plicata ,western red cedar ,coniferous,49.262699,-123.257939,1882.871810890378,-914.5543199054565
liquidambar styraciflua ,sweet gum ,deciduous,49.262686,-123.258028,1876.4819291678837,-916.3400971840259
thujopsis dolabrata,hiba arborvitae ,coniferous,49.262774,-123.257696,1902.3934070501036,-913.5493320045965
fagus sylvatica ,european beech ,deciduous,49.262313,-123.257703,1877.730165052277,-868.6213856830753
robinia pseudoacacia ,black locust,deciduous,49.262312,-123.257545,1887.809345904097,-863.0919246568802
aesculus hippocastanum,,deciduous,49.26506,-123.246002,2772.330705106825,-735.6118576027718
pinus,,coniferous,49.269161,-123.249325,2774.604921673687,-1251.6486530414695
Thuja plicata,western red cedar,coniferous,49.2637,-123.257205,1982.5166518724868,-987.4001227396901
Pseudotsuga menziesii,douglas fir,coniferous,49.263244,-123.257154,1961.8355055343109,-940.9681301077973
Pseudotsuga menziesii,douglas fir,coniferous,49.263218,-123.25718,1958.8026364848206,-939.3144129891721
Liquidambar styraciflua,sweet gum,deciduous,49.263339,-123.257765,1927.6459471813303,-971.2797268496518
Cornus kousa,kousa dogwood,deciduous,49.263386,-123.257704,1934.0261822130592,-973.7878401799766
Acer platanoides,norway maple,deciduous,49.2634,-123.258058,1912.0619311128628,-987.3286338389943
Thuja plicata,western red cedar,coniferous,49.263241,-123.258375,1883.38319013611,-982.6472154320106
Thuja plicata,western red cedar,coniferous,49.263245,-123.258449,1878.8481829788257,-985.5829920684001
Thuja plicata,western red cedar,coniferous,49.263293,-123.258678,1866.6852929316026,-998.1582248274204
Prunus lusitanica,portuguese laurel,deciduous,49.263731,-123.257608,1958.3033688039259,-1004.2907460650808
Thuja plicata,western red cedar,coniferous,49.263859,-123.257124,1996.0621040644075,-1000.1945558229924
Thuja plicata,western red cedar,coniferous,49.264255,-123.257394,1999.548974537845,-1048.2758301170286
Acer circinatum,vine maple,deciduous,49.264483,-123.258064,1968.5631144912172,-1093.6465114103794
Pseudotsuga menziesii,douglas fir,coniferous,49.264284,-123.258239,1946.8890533299382,-1080.1643434223456
Pseudotsuga menziesii,douglas fir,coniferous,49.266113,-123.257333,2101.0524675792267,-1228.2255399083865
Pseudotsuga menziesii,douglas fir,coniferous,49.266125,-123.257253,2106.8123656991966,-1226.6514145646825
fagus sylvatica ,european beech ,deciduous,49.262225,-123.257596,1879.969255353218,-856.3208937440909
sequoia sempervirens ,coast redwood ,coniferous,49.261982,-123.25819,1829.1152630930217,-852.9317342270233
sequoia sempervirens ,coast redwood ,coniferous,49.262059,-123.258228,1830.7230523846033,-861.7824654767523
Pseudotsuga menziesii,douglas-fir,coniferous,49.262103,-123.258208,1834.316709872448,-865.4060078285819
acer macrophyllum ,big leaf maple ,deciduous,49.261843,-123.258232,1819.1208436021789,-840.7564687332856
acer macrophyllum ,big leaf maple ,deciduous,49.261921,-123.258386,1813.3426672515602,-853.6929524044084
quercus rubra,red oak ,deciduous,49.26237,-123.258059,1857.895798930654,-886.4443057065728
sequoia sempervirens ,coast redwood ,coniferous,49.262473,-123.258197,1854.4568473643724,-901.2801713105024
sequoiadendron gigantum ,giant sequoia,coniferous,49.262584,-123.258256,1856.503955474407,-914.18409569518
sequoiadendron gigantum ,giant sequoia,coniferous,49.262523,-123.258267,1852.5944748091088,-908.5855109648273
thuja plicata,western red cedar ,coniferous,49.262107,-123.258287,1829.4609634646458,-868.5137184245666
thuja plicata ,western red cedar ,coniferous,49.263341,-123.256957,1979.5627943068225,-943.7002574896973
thuja plicata ,western red cedar ,coniferous,49.263311,-123.256961,1977.7305554232812,-940.8983555494747
thuja plicata ,western red cedar ,coniferous,49.263289,-123.256974,1975.7414009321296,-939.189671594594
Pseudotsuga menziesii,douglas-fir,coniferous,49.263307,-123.257012,1974.25014634732,-942.2595722116625
acer saccharinum ,silver maple ,deciduous,49.263062,-123.257638,1921.2400000859045,-939.7736428546663
acer saccharinum ,silver maple ,deciduous,49.263029,-123.257728,1913.7355135491393,-939.6341572096561
acer platanoides ,norway maple ,deciduous,49.262972,-123.257842,1903.4314304986533,-937.9682031502557
Pseudotsuga menziesii,douglas-fir,coniferous,49.262967,-123.257919,1898.231271314641,-940.1252754787187
acer rubrum ,red maple ,deciduous,49.26294,-123.257992,1892.1320336703257,-939.9893018752513
thuja plicata ,western red cedar ,coniferous,49.262952,-123.258277,1874.4871030823028,-950.9623442958535
thuja plicata ,western red cedar ,coniferous,49.262949,-123.258351,1869.5843781521562,-953.212275948252
thuja plicata ,western red cedar ,coniferous,49.262989,-123.258383,1869.633489908139,-958.2314929906717
tsuga heterophylla ,coastal western hemlock ,coniferous,49.260019,-123.25282,2070.3769072670884,-475.9980844903836
acer palmatum ,japanese maple ,deciduous,49.260297,-123.252742,2089.9794001042233,-500.55618054330876
acer palmatum ,japanese maple ,deciduous,49.259798,-123.252336,2089.8091744803087,-437.7068865053611
thuja plicata ,western red cedar ,coniferous,49.259851,-123.252174,2102.9817847535146,-437.33147372352005
acer palmatum ,japanese maple ,deciduous,49.258471,-123.252964,1979.8419306048547,-329.27057921682956
quercus robur ,common oak ,deciduous,49.259078,-123.253259,1992.8026656365134,-398.886717635526
acer platanoides ‘royal red’,norway maple ‘royal red’,deciduous,49.258148,-123.2542,1883.6110182129978,-340.11076716782566
Thuja plicata,western red cedar,coniferous,49.265658,-123.258638,1993.4765582889715,-1228.503367831805
Thuja plicata,western red cedar,coniferous,49.265791,-123.258684,1997.5131430008953,-1243.1158174118327
Thuja plicata,western red cedar,coniferous,49.265607,-123.258461,2002.146926173963,-1217.4220704998904
Thuja plicata,western red cedar,coniferous,49.264996,-123.257917,2004.9348816858617,-1138.8568034089462
acer platanoides ‘royal red’,norway maple ‘royal red’,deciduous,49.257249,-123.253707,1868.0120581902079,-235.0772369359753
magnolia grandiflora ,southern magnolia ,deciduous,49.257812,-123.253524,1909.3173249433898,-283.95040771452034
styrax japonicus,japanese snowbell ,deciduous,49.258856,-123.251784,2075.737228284448,-326.43216468069613
Pseudotsuga menziesii,douglas fir,coniferous,49.264916,-123.257901,2001.7587357709456,-1130.4684487158859
aesculus hippocastanum ,horse chestnut ,deciduous,49.257991,-123.252315,1996.2545973981094,-259.92932751466515
acer platanoides ,norway maple ,deciduous,49.258086,-123.252325,2000.6025479481607,-269.58148278635144
cedrus deodara ,deodar cedar ,coniferous,49.258144,-123.252379,2000.1854774430547,-277.1207524937158
prunus yedonensis,yoshino cherry,deciduous,49.263741,-123.256687,2017.8859882274883,-973.6111008773106
prunus yedonensis ,yoshino cherry ,deciduous,49.263735,-123.256683,2017.8273347162076,-972.8857204301445
prunus yedonensis ,yoshino cherry ,deciduous,49.263809,-123.256748,2017.5461363719232,-982.370614585066
prunus yedonensis ,yoshino cherry ,deciduous,49.263851,-123.256863,2012.378010467365,-990.4388760301406
prunus yedonensis ,yoshino cherry ,deciduous,49.263921,-123.256965,2009.514196591971,-1000.803712094812
prunus yedonensis ,yoshino cherry ,deciduous,49.264118,-123.25701,2016.9760657757179,-1021.6526516380792
prunus yedonensis ,yoshino cherry ,deciduous,49.264179,-123.257053,2017.42281285415,-1029.1075466313916
prunus yedonensis ,yoshino cherry ,deciduous,49.264242,-123.257106,2017.3333930343733,-1037.1021465069193
prunus yedonensis ,yoshino cherry ,deciduous,49.264315,-123.257161,2017.6409892832955,-1046.1452932515876
prunus yedonensis ,yoshino cherry ,deciduous,49.264391,-123.257236,2016.8237286851813,-1056.1698706694551
prunus yedonensis ,yoshino cherry ,deciduous,49.264526,-123.257339,2017.3100610490783,-1072.9377481339707
prunus yedonensis ,yoshino cherry ,deciduous,49.264595,-123.257392,2017.5358479250176,-1081.5202148824492
prunus yedonensis ,yoshino cherry ,deciduous,49.264666,-123.257448,2017.6743312796416,-1090.4017626391555
prunus yedonensis ,yoshino cherry ,deciduous,49.264767,-123.257533,2017.5290662593254,-1103.2195653452782
thuja plicata ,western red cedar ,coniferous,49.266092,-123.258651,2015.4397315706042,-1271.473110857536
thuja plicata ,western red cedar ,coniferous,49.26605,-123.258622,2015.0930591666713,-1266.361127031062
thuja plicata ,western red cedar ,coniferous,49.265731,-123.25834,2016.418759783271,-1225.412131193756
thuja plicata ,western red cedar ,coniferous,49.265686,-123.258265,2018.8640646056172,-1218.4249653782672
Acer macrophyllum,big leaf maple,deciduous,49.264091,-123.258749,1904.0492118332968,-1078.786100860436
Cedrus deodara,deodar cedar,coniferous,49.263934,-123.258969,1881.69559821698,-1070.9662255817113
Picea abies,norway spruce,coniferous,49.263767,-123.259516,1837.8487280964607,-1073.4079090318367
Picea abies,norway spruce,coniferous,49.264084,-123.259872,1831.672894277473,-1116.7052514622242
Pseudotsuga menziesii,douglas fir,coniferous,49.266107,-123.257275,2104.4562724896546,-1225.6439936413044
Pseudotsuga menziesii,douglas fir,coniferous,49.266126,-123.257211,2109.5579289859984,-1225.3057076927485
Pseudotsuga menziesii,douglas fir,coniferous,49.266087,-123.25719,2108.855967842288,-1220.7626459679816
Thuja plicata,western red cedar,coniferous,49.264899,-123.260109,1859.287190698438,-1204.7046726821893
Thuja plicata,western red cedar,coniferous,49.264876,-123.260171,1854.1035696257125,-1204.5825435442334
Pseudotsuga menziesii,douglas fir,coniferous,49.264831,-123.260064,1858.6006402133266,-1196.4952164147567
Thuja plicata,western red cedar,coniferous,49.264822,-123.260035,1859.9873713114985,-1194.6164878309448
Thuja plicata,western red cedar,coniferous,49.264865,-123.26012,1856.795884591073,-1201.751567828897
Thuja plicata,western red cedar,coniferous,49.264695,-123.26032,1835.041875856503,-1191.9707246637008
Metasequoia glyptostroboides,dawn redwood,coniferous,49.265562,-123.259398,1939.7028581114919,-1245.2226927007323
Thuja plicata,western red cedar,coniferous,49.265565,-123.259661,1922.9969761787238,-1254.557472362609
Thuja plicata,western red cedar,coniferous,49.265535,-123.259666,1921.1005279114165,-1251.7900045519075
Thuja plicata,western red cedar,coniferous,49.265516,-123.259687,1918.7559769298932,-1250.6503136249316
Thuja plicata,western red cedar,coniferous,49.265505,-123.259934,1902.340625362422,-1258.0634532130723
Thuja plicata,western red cedar,coniferous,49.265379,-123.259969,1893.4778209886783,-1246.921388283891
